id,Rosas,Claveles,Macetas,Tierra,Girasoles,Hortensia,Globos,Tarjetas,fOrquídias,Carmesí,Lirios,Aurora,Tulipanes,Listón
Michal Jovanovic,1,1,1,1,1,0,1,0,1,1,0,0,0,1
Ly Somner,1,1,1,0,1,1,1,1,0,0,1,0,1,1
Johan Teodoro,1,1,1,0,0,1,0,0,1,0,0,1,0,1
Merle Tuny,1,1,0,1,1,1,0,1,1,0,0,0,0,1
Shaina Hanton,1,0,1,0,0,1,1,0,0,1,1,0,1,0
Papageno Colclough,1,0,1,0,1,0,1,1,0,0,0,1,1,1
Rogerio Oswell,1,0,1,0,0,0,1,0,0,0,0,1,0,1
Page Crooks,1,1,1,1,1,0,1,1,1,1,0,1,1,1
Gorden Domenicone,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Codi Glossup,1,1,0,1,0,0,0,0,1,1,1,0,0,1
Bunny Deverson,0,0,1,1,1,0,1,0,0,0,1,1,0,1
Niels Shipsey,1,0,1,0,1,1,1,0,0,0,0,1,1,1
Callean Aust,0,0,0,1,1,0,1,1,1,0,0,1,1,1
Darlleen Pendrid,1,0,1,0,1,1,1,0,0,0,0,1,0,1
Wallache Duggon,0,1,0,1,0,0,0,0,1,1,0,0,1,1
Welby Sertin,0,0,0,0,1,1,1,0,1,0,0,1,1,1
Mil Faughny,1,0,0,0,1,1,1,0,0,0,0,0,0,1
Antonella Pally,0,1,0,0,0,1,1,0,0,0,1,1,1,1
Kessiah Masser,1,0,0,1,1,0,1,0,1,0,0,0,0,1
Edi Frediani,1,1,0,1,0,0,1,0,0,1,0,0,0,1
Vale Fruish,1,0,1,0,0,1,0,1,1,1,1,0,0,1
Jobina Richichi,1,0,0,1,1,0,1,0,1,1,0,0,0,1
Cindra Perico,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Alli Byron,1,0,0,0,1,0,1,1,0,1,1,1,1,1
Hephzibah Bennellick,1,0,1,1,0,1,0,1,1,1,1,0,1,1
Vitia Wanless,1,1,0,1,0,1,1,1,0,0,0,0,1,0
Finn Friel,1,1,0,1,0,1,1,1,0,0,1,0,1,1
Olympe Edensor,1,1,1,0,0,1,1,0,1,0,0,1,0,1
Shandie Ogles,1,0,0,0,1,0,1,1,1,1,0,0,1,1
Corie Gabbitus,1,1,0,1,0,1,1,1,1,1,1,0,1,1
Jenilee Le Fleming,1,1,0,0,0,1,0,1,0,0,1,1,1,1
Atalanta McKerron,1,1,0,0,0,0,1,1,1,1,0,1,1,1
Cristie Starmore,1,0,1,1,1,0,1,0,0,1,1,1,0,1
Henryetta Hanse,1,0,1,0,0,1,1,1,0,0,1,0,0,1
Heda Patillo,1,0,0,0,1,1,1,1,0,0,1,1,0,1
Danila Jewson,1,1,1,1,0,0,1,0,0,0,1,0,0,1
Elli Renne,1,0,1,1,1,1,1,1,1,0,0,1,1,1
Patten Tune,1,0,0,0,0,0,1,1,0,0,0,1,0,1
Vivi Masse,1,0,0,0,1,1,1,0,0,0,0,1,0,1
Flo Laurand,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Yulma Kittel,1,1,1,0,1,1,0,1,1,1,0,0,1,1
Levey Kegley,1,1,1,0,1,1,0,1,0,0,0,0,1,1
Gipsy Musto,1,1,0,0,1,1,1,1,1,1,0,0,0,1
Clemence Quince,1,0,1,0,1,0,1,1,1,1,1,0,0,1
Carma Northern,1,0,1,0,1,0,0,1,1,0,1,1,1,1
Aubert Clacson,1,0,1,1,0,0,1,0,1,0,0,1,1,1
Noami Bugdale,0,1,1,0,1,1,1,0,1,0,0,0,0,1
Lottie Scrauniage,1,1,1,0,0,0,1,0,0,0,1,0,1,0
Thorndike Jewell,1,0,1,1,0,1,0,0,1,1,0,0,1,1
Zak Fitzjohn,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Avigdor Klehyn,1,0,0,1,0,0,1,1,1,1,1,0,0,1
Nicoli Carcass,1,0,0,0,1,0,1,1,1,0,0,0,0,1
Pip Mark,1,0,0,0,1,1,1,1,1,0,0,1,0,1
Laird Wahlberg,0,0,0,1,0,1,1,1,1,1,1,0,1,1
Jard Carlet,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Dorotea Jacomb,1,0,1,0,0,0,1,0,0,0,1,0,1,1
Josie Chazier,1,1,0,0,1,1,1,0,0,1,0,1,0,1
Chery Rennox,1,0,0,0,0,0,1,0,0,1,1,1,1,1
Clovis Berrey,1,1,0,0,1,0,1,0,1,1,0,0,1,0
Corissa Tocque,1,1,1,1,0,0,1,1,0,1,1,1,0,1
Pippa Atyea,1,1,1,0,1,1,1,1,1,0,1,1,1,1
Elisabetta Barribal,0,0,1,0,0,0,0,0,0,1,0,1,0,1
Sylvia Simoneschi,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Carin Dearlove,0,0,0,0,0,1,1,0,0,1,1,1,0,1
Rouvin Durbann,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Federica Trim,1,0,0,0,0,0,1,0,1,1,1,0,1,1
Ophelie Hanse,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Taffy Price,1,1,1,1,0,0,1,1,1,0,0,1,1,1
Andie Ickovicz,0,0,1,1,0,0,1,1,0,1,0,1,0,0
Julieta Hurn,1,1,1,0,0,1,1,1,0,0,1,1,0,1
Joanna Gresham,1,0,0,1,0,0,1,1,0,0,0,1,0,0
Chelsy Balam,0,0,1,0,0,1,1,0,0,0,0,1,1,1
Jessee Pires,0,1,0,0,0,0,0,1,1,0,1,1,1,1
Burnard Bowne,0,1,1,1,1,0,1,1,0,0,0,0,0,1
Claudetta Westlake,0,1,1,1,0,1,1,1,1,1,1,1,0,1
Marietta Niche,0,0,0,0,0,1,1,1,0,0,0,1,0,1
Maryjane Smales,0,1,0,1,1,1,1,0,1,1,1,1,0,1
Gustaf Greatland,1,0,1,1,0,1,1,1,0,0,1,1,1,1
Lani McGill,1,0,0,1,1,0,1,0,0,0,1,1,0,1
Marcello Soldi,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Abigale Gipp,1,0,1,0,1,1,1,1,1,0,0,0,0,1
Shanan Imeson,1,0,1,1,0,0,1,0,1,0,1,1,1,1
Shandie Caswill,1,1,0,1,1,0,1,1,0,0,1,1,1,1
Lemar Crew,0,1,1,1,0,0,1,0,0,1,1,1,1,1
Charil Pearsey,1,0,1,1,0,1,1,0,1,0,1,1,0,1
Idelle Mirfield,0,1,0,1,1,0,1,0,0,1,1,0,1,1
Elmore Merrywether,1,1,1,1,1,1,0,1,0,1,0,1,0,1
Gael Horry,1,0,0,0,1,0,1,0,0,0,0,1,0,1
Merci Ummfrey,1,1,0,1,1,0,0,0,0,1,1,0,0,1
Gail Labrow,1,1,1,1,0,1,1,0,1,0,1,1,1,1
Joana Anmore,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Tedda Adriano,1,0,0,0,1,1,1,1,0,0,1,1,1,1
Ruddie Clint,1,0,1,0,1,1,0,0,0,1,0,1,1,1
Odessa Cradey,1,1,1,0,1,1,1,1,1,0,0,0,0,1
Federico Rubi,1,1,0,1,1,1,1,0,1,1,0,1,0,1
Bond Marcome,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Gabe Luff,0,0,0,1,0,1,1,1,1,1,1,1,1,1
Yoshiko Durward,1,0,1,0,1,0,1,0,1,0,0,0,1,1
Giana Elgie,1,0,1,0,1,1,1,1,1,1,1,0,0,1
Conn Wallbanks,1,1,0,1,0,1,1,0,1,0,0,1,0,1
Janenna Deerness,1,1,1,0,1,0,1,1,0,0,0,1,0,1
Jessie Bernucci,1,1,0,0,1,0,0,1,1,1,0,1,0,1
Eveline Hutfield,1,0,1,0,0,0,1,1,1,0,1,0,1,1
Otis Martonfi,1,1,1,0,0,0,1,1,0,1,0,0,1,1
Richardo Matanin,1,1,1,0,0,0,1,1,0,0,1,0,0,1
Filmer Holcroft,0,0,0,1,0,0,1,1,0,0,1,1,0,1
Marcel Dengate,1,0,1,1,1,1,1,0,1,1,0,1,1,1
Ianthe Krochmann,1,0,1,1,0,1,1,0,1,1,0,0,0,1
Aubrie Belderson,0,1,0,1,1,0,0,1,0,0,1,1,1,1
Dacey Tyrer,1,0,1,1,0,0,1,0,1,0,0,1,1,1
Terencio Selwyne,1,0,1,1,1,1,1,1,0,0,1,1,0,1
Faber Slemmonds,1,0,0,0,1,1,1,0,0,1,1,1,1,1
Rosanna Lefeaver,1,1,0,1,1,1,1,1,0,1,0,0,1,1
Upton Sapauton,1,1,0,0,1,0,0,0,0,0,0,1,0,1
Ethelbert Delia,1,0,0,0,0,0,1,1,0,0,0,0,1,1
Giacomo Witherow,1,1,0,1,0,1,1,0,0,0,1,0,0,1
Janela Gibb,1,0,0,1,0,0,0,0,1,0,0,1,0,1
Correna Jendrach,1,1,0,1,0,1,0,0,1,1,0,0,1,1
Lezley Noweak,1,1,0,0,1,0,1,0,0,0,0,0,1,1
Isabelita Corradino,1,1,0,0,0,0,1,1,1,0,0,0,0,1
Wallis Yokelman,1,1,0,1,0,1,1,0,0,0,0,0,1,1
Ulrica Lyon,1,0,1,1,0,0,1,0,0,1,0,0,0,1
Wallie Holberry,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Lucien Purle,1,0,1,1,0,0,0,0,0,1,0,0,1,1
Fidole Lewinton,1,1,0,0,0,1,1,1,1,0,0,1,1,1
Bianca Odgaard,1,0,1,1,1,0,1,0,1,0,0,0,1,0
Henrie Klimushev,1,1,1,1,1,1,1,0,1,1,1,0,1,1
Mannie Trime,1,0,1,1,0,1,1,1,1,0,0,0,0,1
Grannie Acres,1,0,1,1,0,1,0,1,1,1,0,1,0,1
Roseline Bodycote,1,1,1,0,0,1,1,1,0,0,0,1,0,0
Sammy Ballefant,1,1,0,0,0,0,0,1,1,1,1,0,1,1
Talyah Flarity,0,0,1,1,1,1,1,1,1,1,1,0,1,1
Tracie Easum,1,1,1,0,1,1,1,1,0,1,1,1,1,0
Thom Richardon,1,0,1,0,1,1,1,0,1,0,1,1,1,1
Rowan Bilbrook,1,0,1,0,0,1,1,0,0,0,1,1,1,1
Abbie Brewood,1,1,1,0,1,0,1,1,0,0,1,0,0,1
Shel Filippone,1,1,1,1,1,0,0,0,0,1,1,0,1,1
Ganny Hardaway,0,0,0,0,1,0,1,1,0,0,1,1,1,1
Josi Nugent,1,0,1,1,0,0,1,1,1,1,0,1,1,1
Berny Stare,1,1,0,1,1,0,1,0,0,1,1,1,0,1
Yvon O'Gavin,1,1,0,0,0,1,1,0,1,0,1,1,0,1
Abel Dockwra,1,0,1,0,0,0,1,0,1,1,1,1,1,1
Emmy Willavoys,0,1,0,1,0,1,1,1,1,1,0,1,1,1
Filide Jones,0,1,1,1,0,1,1,0,0,0,1,1,1,1
Lila MacNish,0,0,0,0,0,1,1,1,0,1,0,1,1,1
Ivette Tineman,1,0,0,1,0,0,1,0,0,1,0,0,0,1
Alexine Cookney,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Shep Manie,1,1,1,0,0,0,1,1,0,1,0,1,1,1
Doreen Tonner,1,0,0,1,0,0,0,0,1,0,0,1,1,1
Melba MacQueen,1,1,1,1,1,0,0,0,0,0,0,1,1,1
Phedra Oggers,1,1,0,1,1,1,0,0,1,1,0,1,0,1
Kaye Bowra,1,0,1,1,1,1,1,0,1,0,1,1,1,1
Harbert Suddaby,1,0,0,1,1,1,1,0,1,1,0,0,1,0
Kandy Prigmore,1,0,1,1,0,1,1,0,1,1,1,0,1,1
Isaiah Bygott,1,0,0,0,0,0,1,1,1,1,0,1,0,1
Brook Waddy,1,1,0,1,1,1,1,0,0,0,1,0,0,0
Rebe Hayhurst,1,0,1,0,0,1,1,1,1,0,0,0,1,1
Elita Hitzmann,1,1,0,1,1,0,1,0,1,1,1,1,1,1
Mauricio Wasmuth,1,0,1,1,0,0,1,0,1,0,0,1,0,1
Hermia Tibbetts,1,1,0,0,1,1,1,1,1,1,1,1,1,0
Kathrine Antonellini,0,0,0,0,0,0,1,0,1,1,0,1,1,1
Jacenta Roullier,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Berget Titt,1,0,1,0,0,0,0,0,0,1,0,1,0,1
Adora Clatworthy,1,1,0,0,0,0,1,0,0,0,0,1,0,1
Christen McGeoch,1,1,1,1,1,0,1,1,1,0,0,1,0,1
Stephannie Menzies,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Virginie Fawdry,1,1,1,0,1,1,1,1,0,0,0,0,0,1
Winnie MacCorkell,1,0,1,0,1,1,1,1,1,0,0,1,0,1
Revkah Cordero,1,0,1,1,0,1,1,0,1,0,0,0,0,1
Alyda Glasard,1,0,0,1,1,1,1,1,0,0,0,0,0,1
Brodie Sole,1,1,1,1,1,0,0,1,1,0,1,1,0,1
Ingmar Tew,0,0,0,1,0,0,0,1,0,1,0,1,1,1
Cori Diviney,1,1,1,1,1,0,0,0,0,0,0,1,1,1
Lyn Truswell,1,0,1,1,0,0,1,0,0,0,1,1,0,1
Bonnibelle Stolte,1,1,1,1,1,0,1,0,1,1,0,0,1,1
Ceil Follos,1,1,0,0,1,0,1,1,0,1,0,0,1,1
Barde Lawfull,1,1,0,0,1,0,1,1,1,0,0,0,0,1
Colet Van Giffen,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Esra Chin,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Franciska MacMenamin,1,1,0,1,0,0,1,1,1,1,1,0,0,1
Perri Turmell,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Dalston Calverd,1,1,0,1,0,0,1,0,1,0,0,0,1,1
Domenico McCuaig,0,0,1,0,0,1,1,1,1,0,0,1,1,1
Doria Eidler,1,1,0,0,0,1,1,1,0,0,0,1,1,1
Gypsy Lusk,1,0,0,1,1,0,0,1,1,0,0,0,0,1
Willem Semeniuk,1,0,1,0,1,0,1,1,1,1,0,1,1,1
Shena Shawyers,0,1,1,0,0,0,1,0,0,0,1,1,0,1
Iorgos Lempertz,1,0,1,1,1,1,0,1,0,1,0,1,1,1
Arlinda Abisetti,1,1,0,0,1,0,1,1,1,0,1,1,1,1
Melita Skade,1,1,0,1,1,1,1,0,0,0,1,1,1,1
Pip Berrane,1,0,1,0,0,1,1,1,0,0,1,1,1,1
Lanita Duguid,0,1,1,1,0,1,0,0,1,0,1,0,1,1
Damara Coltman,0,1,0,1,1,0,1,1,0,0,1,0,0,1
Tamra Northleigh,1,0,0,0,0,1,1,1,1,0,1,1,1,1
Justis Vedeniktov,1,0,1,0,0,1,1,1,1,1,1,0,1,1
Raf Blackborne,1,0,1,0,0,1,1,1,0,1,0,1,0,1
Pietro Lyles,1,1,1,0,1,1,0,0,0,0,0,0,0,1
Kippy Webborn,1,1,1,1,0,1,1,0,1,1,1,0,1,1
Tally Wylder,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Cara Heugh,0,0,0,1,0,0,1,0,0,1,1,1,1,1
Annora Shall,1,1,0,0,1,0,1,0,0,1,1,1,0,1
Ema Lebourn,1,1,1,1,1,1,0,1,1,0,1,1,0,1
Hedi Galvan,1,0,0,0,0,1,1,1,1,1,0,0,1,1
Andris Hayselden,1,0,1,1,0,0,1,0,0,1,1,0,1,1
Aundrea Harvett,1,1,0,1,1,1,1,0,0,1,0,1,1,1
Tressa Beddis,1,0,1,0,1,1,1,1,1,1,1,0,0,1
Neilla Pond,1,0,1,1,0,0,0,0,0,1,0,0,1,1
Dante Fillary,1,1,0,1,0,1,1,1,0,0,1,1,1,1
Natalya Tabard,1,1,0,0,1,1,1,0,1,0,1,0,0,1
Lucius Rossin,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Neddie Turnpenny,1,0,0,0,1,0,1,1,1,1,0,0,0,1
Neel Trundler,1,1,0,1,0,1,1,1,1,1,1,0,0,0
Corty Sanz,1,0,1,0,1,1,1,0,1,1,1,0,0,1
Gwen Pegg,1,1,1,0,1,1,1,1,1,1,0,0,1,1
Sargent Fouracres,1,0,0,0,1,0,1,1,1,1,1,1,0,1
Wilek Cootes,0,1,0,1,1,0,1,0,0,1,0,0,0,1
Der Piggrem,1,1,0,0,0,1,0,1,0,0,1,0,1,1
Mari Treherne,1,0,0,0,0,1,1,0,1,1,1,1,0,1
Kermit Bartolini,1,1,1,0,0,1,1,1,1,0,1,0,0,1
Charmian Lamborn,1,1,0,0,1,1,1,0,0,0,0,0,0,1
Bambi Spencers,1,0,0,1,0,1,0,1,0,1,1,0,0,1
Loren Rollin,1,1,0,1,0,0,1,1,0,1,1,0,0,1
Laverne Dovey,1,1,0,0,1,0,1,1,0,1,0,0,0,1
Hobard O'Quin,1,0,0,0,0,0,1,1,1,1,0,1,0,1
Conny Iacomo,1,0,0,1,1,0,1,0,1,1,1,0,1,1
Hunfredo Paynter,0,0,0,1,1,0,0,1,1,1,1,1,1,1
Edyth Jakel,1,1,0,0,1,1,1,0,1,1,1,1,0,1
Cam Ricardot,0,1,0,1,1,0,1,0,1,0,1,1,1,1
Eleanor Flecknoe,1,1,1,1,0,0,1,1,0,1,1,1,1,1
Gasparo Goucher,1,1,1,0,1,0,1,1,0,1,1,0,1,1
Hector Fletcher,0,1,1,1,0,0,1,1,1,0,1,1,0,1
Bernadine Haggath,1,0,1,1,0,1,1,0,1,1,0,0,1,1
Arlene Hullyer,1,1,0,1,0,0,1,1,0,0,1,0,0,1
Barny Iacomelli,1,0,1,0,1,1,1,0,0,1,1,1,1,0
Alfie Talloe,1,0,0,0,0,0,0,0,1,0,1,0,1,1
Mellisent Erlam,1,0,0,0,0,0,1,0,1,1,0,0,0,1
Estella Shemelt,1,0,1,1,0,0,1,0,0,1,1,0,0,0
Roxi Dowrey,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Tove Hargie,0,0,1,1,0,0,1,1,0,1,0,0,0,1
Starlin Thaxton,0,1,0,1,1,0,1,1,0,1,0,1,0,1
Katherina Coard,1,1,0,1,0,1,1,1,0,1,1,1,0,1
Jermayne Tilsley,1,1,1,1,0,0,1,0,0,0,1,1,1,1
Gardener Bagworth,0,1,1,1,0,1,1,0,0,1,0,0,0,1
Natale Calendar,1,0,1,0,1,1,1,0,0,0,0,0,1,1
Teodor Lendrem,1,1,0,1,0,1,0,0,1,1,0,0,1,1
Doralia Comrie,1,1,1,0,1,1,1,1,1,1,0,0,0,1
Berkie Henrichsen,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Cathryn Pauly,1,1,0,1,1,1,1,1,0,0,0,1,1,1
Inness Bernot,1,0,1,1,1,1,1,0,0,0,0,1,0,1
Freddie Garrish,0,1,1,1,1,0,0,0,1,0,1,1,0,1
Vinnie McComish,1,1,1,0,1,1,1,1,0,1,0,0,0,1
Annissa House,0,0,0,1,0,1,1,1,0,0,1,1,1,1
Caroljean Caldow,1,0,1,1,0,1,0,1,1,0,1,1,1,1
Laurence Vannah,0,1,0,0,1,1,1,0,0,0,0,0,0,1
Nicki Kiffin,1,1,0,0,1,1,1,1,0,1,1,1,0,1
Xylia MacGarvey,1,0,1,0,0,0,0,0,1,0,0,1,0,1
Gannie Le Gallo,1,0,0,0,0,0,1,1,1,1,0,1,1,0
Melba Ansett,1,0,1,1,0,1,1,0,0,0,1,1,0,1
John Haldenby,1,0,0,1,1,1,1,0,0,1,0,1,0,1
Cherish Grahlman,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Helge Kensley,1,1,0,0,0,1,0,1,1,0,0,0,0,1
Arden Yeudall,1,1,1,1,0,0,0,0,0,0,0,0,0,1
Ardine Lindstedt,1,0,0,0,1,1,1,1,0,0,0,0,1,0
Mal Alchin,0,1,0,0,0,0,1,1,1,0,0,1,0,1
Kermit Rolfo,1,0,1,1,1,1,1,0,1,1,0,0,1,1
Cleveland Grassot,1,1,1,1,1,1,1,0,0,1,1,0,1,1
Ula Warrack,1,1,1,0,0,0,1,0,0,1,1,0,1,1
Anabal Coopland,1,0,1,0,1,0,1,0,1,0,1,1,1,0
Kaitlynn Arlott,0,1,0,1,1,0,1,1,0,1,0,0,0,1
Gonzales Towll,1,0,1,0,0,1,1,0,1,1,0,1,0,1
Olivette Biskup,0,0,1,0,0,1,0,1,1,1,1,0,0,1
Eileen Boanas,1,0,1,1,1,1,1,1,0,1,0,1,0,1
Avie Olliff,1,0,0,1,0,1,1,0,1,1,0,0,1,1
Vitia Nussii,1,1,1,0,1,1,1,1,0,0,1,0,0,1
Melisenda Hitschke,1,0,0,1,0,1,1,0,1,0,0,1,0,1
Kingsly Adamsen,0,0,0,0,1,0,1,0,1,1,1,1,0,1
Scott Cescot,1,0,1,1,0,1,1,0,0,1,1,0,0,0
Amye Currom,1,0,0,0,1,1,1,0,0,1,0,1,0,1
Maible Litherborough,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Cortney Petrov,1,1,1,0,1,0,1,0,0,0,0,1,0,1
Derril Freshwater,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Thia Rickeard,1,1,1,1,1,1,1,0,0,1,1,1,0,1
Izak Batt,0,1,1,1,0,0,0,0,0,1,1,0,1,0
Rosemonde Worral,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Bellanca Creasy,1,0,1,1,0,1,1,1,1,0,1,1,1,1
Pammy Brighty,0,0,0,1,0,1,1,1,0,0,1,1,1,0
Selinda Reina,1,0,1,1,1,0,0,1,0,1,1,1,1,1
Lindy McDonough,1,0,0,0,1,1,0,0,1,0,1,0,1,1
Codi Avon,1,0,1,0,1,0,1,0,1,0,0,0,1,1
Jermain Farmery,1,0,0,0,0,1,1,1,0,1,0,0,1,1
Burt Rainforth,1,0,1,1,1,0,1,0,0,1,0,1,1,1
Ermanno Mewett,1,1,1,0,1,0,0,1,1,0,0,0,0,1
Clarisse Sharrier,1,0,0,0,1,1,0,0,1,0,1,1,0,1
Ilaire Bouzek,1,1,1,0,0,1,1,1,0,0,1,0,0,1
Farr Press,1,1,1,1,1,1,0,0,0,0,1,0,1,1
Teador Reveland,1,0,1,1,1,1,1,0,0,0,0,0,0,1
Manny Omond,1,1,0,1,0,1,0,0,0,0,1,0,0,0
Polly Micka,1,1,1,1,0,1,1,1,1,0,1,1,0,1
Gabbie Mousby,0,0,1,0,0,0,0,1,1,1,0,0,0,0
Casper Beddoes,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Jase Waterland,0,1,0,0,1,0,1,0,1,0,0,1,0,1
Betsey Perse,1,0,1,1,1,1,1,0,1,0,1,0,0,1
Kerwin Basire,0,0,0,1,0,0,0,0,0,1,1,1,1,1
Allissa Rothschild,1,1,1,1,1,0,1,0,0,0,0,1,0,1
Berkly Tookill,1,1,0,1,1,0,1,1,0,0,0,1,0,1
Ethelin Broadfield,0,0,1,0,0,0,0,1,0,1,1,0,1,1
Davy Peyzer,1,0,1,0,0,1,1,1,1,0,0,0,0,1
Enoch Pulsford,1,0,0,0,0,1,1,0,1,0,1,0,1,1
Norri Von Hindenburg,1,1,1,0,1,0,1,1,1,0,1,0,0,1
Cathrin Brightling,1,1,0,1,0,1,1,1,0,0,1,0,1,1
Petronia Spadeck,1,1,1,1,0,0,1,1,1,1,0,0,0,1
Laina Puxley,1,0,0,1,1,1,0,1,1,1,1,1,0,1
Abraham Silverson,1,0,1,1,1,1,1,1,0,0,0,1,1,0
Haleigh Barizeret,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Brandais Eves,1,1,0,1,1,0,1,0,1,0,1,0,1,1
Conn Di Biagio,1,0,0,0,0,1,1,0,0,0,1,0,0,1
Wally Junkin,1,1,1,1,1,0,1,1,1,0,1,0,0,1
Madeline Dawidsohn,1,1,0,0,1,0,1,0,1,0,1,0,1,1
Casey McLese,1,0,0,1,0,0,0,1,1,1,0,0,0,1
Valentino Goodhay,1,1,1,0,0,1,1,0,0,0,0,0,0,1
Nerte Klee,1,1,1,1,1,0,1,1,0,1,0,1,1,1
Jeanelle Bartalot,1,1,0,0,1,1,1,1,1,0,0,1,0,1
Bliss Derby,0,0,1,1,1,0,1,0,1,0,1,0,0,1
Abbye Dubble,1,1,0,1,1,0,0,0,1,1,0,1,0,0
Dag Stein,1,1,1,1,0,1,1,0,0,0,1,1,1,1
Koenraad Cawthera,1,0,0,1,0,0,1,1,1,0,0,0,0,1
Ephrem Hobbert,1,1,0,1,0,0,0,0,1,1,1,1,1,1
Iver Scandrite,1,1,0,1,1,0,1,1,0,0,1,1,1,1
Brandy Bartels,0,1,0,1,1,0,1,1,0,0,0,1,0,1
Terence Studeart,1,1,1,0,0,0,1,0,1,1,0,1,0,1
Fianna Digby,1,1,1,0,0,1,0,1,1,1,1,1,0,0
Ekaterina Wehnerr,1,1,0,0,0,0,0,1,0,1,0,0,0,1
Courtney Neising,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Portie Goldstraw,1,0,1,1,1,1,1,1,0,0,0,0,0,1
Debbi Andrejevic,1,0,1,0,1,0,1,1,1,1,0,1,0,1
Diann Dourin,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Darcie Punchard,1,0,1,0,1,0,1,1,0,1,1,0,1,1
Myrle Sabathier,1,1,1,0,1,1,1,1,1,0,1,0,1,1
Pet Seckom,0,1,0,1,0,1,1,0,1,0,0,1,1,1
Myrtie Lindborg,1,1,0,0,1,0,1,0,1,1,0,0,1,1
Hank Lawrenson,1,1,1,0,0,0,1,0,1,1,1,0,1,1
Katlin Leafe,1,0,0,0,0,0,1,1,1,1,0,1,1,1
Jenifer Featenby,1,0,0,0,1,0,1,0,1,0,0,0,0,1
Meade Henaughan,0,0,0,0,0,1,0,1,1,0,0,0,0,1
Fritz Provis,1,0,1,1,1,1,1,1,0,1,0,1,1,1
Mommy O'Rowane,0,1,1,1,1,1,1,1,1,0,1,1,0,1
Karie Pirozzi,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Shayla Courtin,1,0,0,1,0,0,0,1,0,1,0,1,1,1
Roderick Duckworth,1,1,0,1,1,0,1,1,1,0,1,0,0,1
Theo Stappard,1,0,1,0,1,0,0,1,0,0,1,1,0,1
Yehudi Massel,1,0,1,0,0,0,1,0,1,0,1,1,0,1
Burnaby Judkin,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Lonnie Thursfield,1,0,0,0,1,0,1,1,0,0,0,1,0,1
Allyn Hulme,1,1,1,0,0,0,1,1,1,1,1,0,1,1
Margaretta Speddin,1,0,1,1,0,1,1,1,0,0,1,1,1,1
Tam Skottle,1,1,0,1,1,1,0,0,0,1,1,1,1,1
Der Hakonsen,0,0,0,1,0,1,1,1,1,0,1,1,1,1
Sonny Kitchingham,1,0,1,0,1,1,1,0,0,1,0,1,1,1
Hercules Paolone,1,0,1,1,0,0,1,1,0,1,1,1,0,1
Dev Kall,1,1,0,0,1,1,1,1,1,0,0,0,0,1
Filbert Horsley,0,1,0,0,1,1,0,1,0,0,0,1,0,1
Mona Kiehnlt,1,0,0,0,1,1,0,0,1,0,0,1,1,1
Pearl Lymbourne,1,1,0,1,0,1,1,0,1,0,1,0,1,1
Dmitri Pigrome,1,0,1,1,0,0,1,1,0,1,0,1,1,1
Sasha Toyne,1,1,0,1,0,0,1,0,0,0,0,0,1,1
Pancho Rodgers,1,1,1,0,1,1,1,1,1,1,1,1,1,0
Krishna Gilphillan,1,0,1,1,1,0,1,0,0,0,1,0,0,1
Hilde Cloy,0,1,1,1,0,0,0,1,1,0,0,1,0,1
Kevin Gask,0,0,0,0,1,1,1,0,1,0,0,1,0,1
Emmy Frift,0,1,1,0,0,0,1,0,0,1,1,0,0,1
Alina Luthwood,1,1,1,0,1,0,1,1,1,0,1,1,1,1
Etheline Kerner,1,0,1,1,0,0,0,1,1,1,0,1,1,1
Codie Firbank,1,0,0,0,1,0,1,0,0,1,1,0,1,1
Blayne Habershon,1,0,0,0,1,1,1,1,0,0,0,0,0,1
